,SL,FX,load,velocity,pressure,camber,slip,NFX
0,-0.03876884219034148,-1564.1465,-889.6440978786436,40.2335,82.73712,0.0,0.0,1.7581710525925
0,-0.03301397588738466,-1483.923,-889.6440978786436,40.2335,82.73712,0.0,0.0,1.667996228535
0,-0.02725910958442784,-1218.1,-889.6440978786436,40.2335,82.73712,0.0,0.0,1.3691992145
0,-0.021504243281471002,-1035.0854545454547,-889.6440978786436,40.2335,82.73712,0.0,0.0,1.1634826297545457
0,-0.015749376978514182,-881.748947368421,-889.6440978786436,40.2335,82.73712,0.0,0.0,0.9911254955447368
0,-0.00999451067555736,-460.5051851851852,-889.6440978786436,40.2335,82.73712,0.0,0.0,0.5176285508814815
0,-0.00423964437260052,-264.22227272727275,-889.6440978786436,40.2335,82.73712,0.0,0.0,0.2969977245477273
0,0.0015152219303563004,95.49578947368421,-889.6440978786436,40.2335,82.73712,0.0,0.0,-0.10734156467894737
0,0.007270088233313121,389.07612903225805,-889.6440978786436,40.2335,82.73712,0.0,0.0,-0.4373390774580645
0,0.013024954536269942,837.7309375,-889.6440978786436,40.2335,82.73712,0.0,0.0,-0.9416472716421875
0,0.01877982083922678,980.2757692307694,-889.6440978786436,40.2335,82.73712,0.0,0.0,-1.1018740770250002
0,0.0245346871421836,1120.87625,-889.6440978786436,40.2335,82.73712,0.0,0.0,-1.25991534443125
0,0.030289553445140442,1347.6625000000001,-889.6440978786436,40.2335,82.73712,0.0,0.0,-1.5148332948125003
0,0.036044419748097245,1554.7410526315791,-889.6440978786436,40.2335,82.73712,0.0,0.0,-1.7475989065052635
0,0.04179928605105408,1636.1405263157894,-889.6440978786436,40.2335,82.73712,0.0,0.0,-1.8390955779026317
0,0.04755415235401092,1789.3476470588232,-889.6440978786436,40.2335,82.73712,0.0,0.0,-2.011307275938235
0,0.05330901865696772,1902.2644,-889.6440978786436,40.2335,82.73712,0.0,0.0,-2.138230787498
0,0.05906388495992456,2015.643478260869,-889.6440978786436,40.2335,82.73712,0.0,0.0,-2.2656739735217384
0,0.0648187512628814,2125.5626923076925,-889.6440978786436,40.2335,82.73712,0.0,0.0,-2.3892281164750004
0,0.0705736175658382,2169.9779166666667,-889.6440978786436,40.2335,82.73712,0.0,0.0,-2.4391528273395835
0,0.07632848386879504,2256.480476190476,-889.6440978786436,40.2335,82.73712,0.0,0.0,-2.5363855968595237
0,0.08208335017175189,2324.1433333333334,-889.6440978786436,40.2335,82.73712,0.0,0.0,-2.6124416931166667
0,0.08783821647470869,2410.8699999999994,-889.6440978786436,40.2335,82.73712,0.0,0.0,-2.7099263691499993
0,0.09359308277766552,2429.9005263157896,-889.6440978786436,40.2335,82.73712,0.0,0.0,-2.731317537102632
0,0.09934794908062236,2485.0142857142855,-889.6440978786436,40.2335,82.73712,0.0,0.0,-2.793267882785714
0,0.10510281538357917,2520.74962962963,-889.6440978786436,40.2335,82.73712,0.0,0.0,-2.8334360174370374
0,0.11085768168653601,2533.4663636363634,-889.6440978786436,40.2335,82.73712,0.0,0.0,-2.847730198713636
0,0.11661254798949285,2476.699230769231,-889.6440978786436,40.2335,82.73712,0.0,0.0,-2.7839213868500003
0,0.12236741429244964,2540.5066666666667,-889.6440978786436,40.2335,82.73712,0.0,0.0,-2.8556438161333335
0,0.12812228059540648,2527.8913636363636,-889.6440978786436,40.2335,82.73712,0.0,0.0,-2.8414636478386366
0,0.13387714689836333,2488.8395652173913,-889.6440978786436,40.2335,82.73712,0.0,0.0,-2.7975676690847826
0,0.13963201320132015,2491.782702702702,-889.6440978786436,40.2335,82.73712,0.0,0.0,-2.800875888059459
0,-0.14243151815181518,-2069.162380952381,-667.2330734089827,40.2335,82.73712,0.0,0.0,3.101108837996826
0,-0.1367029197817741,-2033.141304347826,-667.2330734089827,40.2335,82.73712,0.0,0.0,3.047123089927536
0,-0.130974321411733,-2010.4105555555554,-667.2330734089827,40.2335,82.73712,0.0,0.0,3.013055910559259
0,-0.12524572304169193,-2045.675,-667.2330734089827,40.2335,82.73712,0.0,0.0,3.0659076738333333
0,-0.11951712467165085,-1971.3905555555555,-667.2330734089827,40.2335,82.73712,0.0,0.0,2.954575596025926
0,-0.11378852630160975,-2005.4520833333333,-667.2330734089827,40.2335,82.73712,0.0,0.0,3.005624516013889
0,-0.10805992793156866,-1993.652222222222,-667.2330734089827,40.2335,82.73712,0.0,0.0,2.9879397495037034
0,-0.10233132956152757,-1986.5794117647058,-667.2330734089827,40.2335,82.73712,0.0,0.0,2.977339539862745
0,-0.09660273119148649,-1978.6239999999998,-667.2330734089827,40.2335,82.73712,0.0,0.0,2.9654165521066664
0,-0.09087413282144541,-1885.3200000000002,-667.2330734089827,40.2335,82.73712,0.0,0.0,2.8255793592000003
0,-0.08514553445140433,-1865.9115384615384,-667.2330734089827,40.2335,82.73712,0.0,0.0,2.7964913803333333
0,-0.07941693608136323,-1822.5504545454546,-667.2330734089827,40.2335,82.73712,0.0,0.0,2.7315049675727274
0,-0.07368833771132215,-1778.1453333333334,-667.2330734089827,40.2335,82.73712,0.0,0.0,2.664953828275556
0,-0.06795973934128106,-1727.4252941176471,-667.2330734089827,40.2335,82.73712,0.0,0.0,2.588938352968628
0,-0.06223114097123997,-1629.254285714286,-667.2330734089827,40.2335,82.73712,0.0,0.0,2.441806844780953
0,-0.056502542601198885,-1576.7234782608698,-667.2330734089827,40.2335,82.73712,0.0,0.0,2.363077522828986
0,-0.050773944231157796,-1470.0700000000002,-667.2330734089827,40.2335,82.73712,0.0,0.0,2.203233110866667
0,-0.04504534586111671,-1402.5436842105264,-667.2330734089827,40.2335,82.73712,0.0,0.0,2.102029620691228
0,-0.03931674749107563,-1316.8785,-667.2330734089827,40.2335,82.73712,0.0,0.0,1.9736409247100002
0,-0.03358814912103455,-1195.199,-667.2330734089827,40.2335,82.73712,0.0,0.0,1.7912766132733335
0,-0.02785955075099346,-1045.0907142857143,-667.2330734089827,40.2335,82.73712,0.0,0.0,1.5663053225857144
0,-0.022130952380952355,-876.1422222222222,-667.2330734089827,40.2335,82.73712,0.0,0.0,1.313097712237037
0,-0.016402354010911273,-661.6061904761906,-667.2330734089827,40.2335,82.73712,0.0,0.0,0.9915668404984129
0,-0.010673755640870189,-463.74519999999995,-667.2330734089827,40.2335,82.73712,0.0,0.0,0.6950272977786667
0,-0.0049451572708291034,-222.3903571428571,-667.2330734089827,40.2335,82.73712,0.0,0.0,0.3333023586595238
0,0.0007834410992119808,2.731034482758618,-667.2330734089827,40.2335,82.73712,0.0,0.0,-0.004093074206896548
0,0.006512039469253065,383.1832258064516,-667.2330734089827,40.2335,82.73712,0.0,0.0,-0.5742869187354839
0,0.01224063783929415,591.4887878787878,-667.2330734089827,40.2335,82.73712,0.0,0.0,-0.8864800194282827
0,0.017969236209335254,854.6242307692307,-667.2330734089827,40.2335,82.73712,0.0,0.0,-1.2808481246333334
0,0.023697834579376336,942.3428,-667.2330734089827,40.2335,82.73712,0.0,0.0,-1.4123142835013334
0,0.029426432949417422,1031.2946666666667,-667.2330734089827,40.2335,82.73712,0.0,0.0,-1.5456288181244444
0,0.03515503131945849,1207.0393333333332,-667.2330734089827,40.2335,82.73712,0.0,0.0,-1.809022036582222
0,0.040883629689499594,1351.043888888889,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.024845504114815
0,0.0466122280595407,1418.8500000000001,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.1264683310000003
0,0.05234082642958176,1530.3086956521738,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.293514450405797
0,0.05806942479962286,1571.852,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.3557765084533338
0,0.06379802316966393,1642.3594736842103,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.4614479394631577
0,0.06952662153970503,1720.8973684210528,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.579154776649123
0,0.0752552199097461,1746.273043478261,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.617185977542029
0,0.0809838182797872,1802.9566666666665,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.7021392351777775
0,0.08671241664982826,1845.3884999999998,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.76573295531
0,0.09244101501986937,1881.025,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.819142328166667
0,0.09816961338991047,1911.4410526315792,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.864727677340351
0,0.10389821175995154,1928.7868421052633,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.8907242745789477
0,0.10962681012999265,1913.3733333333334,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.867623637955556
0,0.1153554085000337,1936.657272727273,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.902519898830304
0,0.12108400687007481,1944.9465,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.9149431847900003
0,0.12681260524011587,1961.4785185185185,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.939720161797531
0,0.13254120361015698,1955.3936111111116,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.9306005488018525
0,0.13826980198019803,1937.8957352941177,-667.2330734089827,40.2335,82.73712,0.0,0.0,-2.9043760157049023
0,-0.1407582508250825,-845.7511111111111,-222.4110244696609,40.2335,82.73712,0.0,0.0,3.8026492307555557
0,-0.13507036775106082,-857.2780952380953,-222.4110244696609,40.2335,82.73712,0.0,0.0,3.8544766262476196
0,-0.12938248467703914,-821.7278947368421,-222.4110244696609,40.2335,82.73712,0.0,0.0,3.694636525757895
0,-0.12369460160301744,-888.6376190476191,-222.4110244696609,40.2335,82.73712,0.0,0.0,3.995474690009524
0,-0.11800671852899576,-863.0108333333334,-222.4110244696609,40.2335,82.73712,0.0,0.0,3.880252048616667
0,-0.11231883545497406,-872.7336842105262,-222.4110244696609,40.2335,82.73712,0.0,0.0,3.923967736273684
0,-0.10663095238095237,-877.2800000000002,-222.4110244696609,40.2335,82.73712,0.0,0.0,3.944408790400001
0,-0.10094306930693067,-834.938947368421,-222.4110244696609,40.2335,82.73712,0.0,0.0,3.7540357963789477
0,-0.09525518623290899,-874.1895833333333,-222.4110244696609,40.2335,82.73712,0.0,0.0,3.9305137207916667
0,-0.0895673031588873,-858.1838461538463,-222.4110244696609,40.2335,82.73712,0.0,0.0,3.8585490454000007
0,-0.08387942008486562,-853.8421052631579,-222.4110244696609,40.2335,82.73712,0.0,0.0,3.8390277968421054
0,-0.07819153701084393,-811.6709523809526,-222.4110244696609,40.2335,82.73712,0.0,0.0,3.6494187026761917
0,-0.07250365393682223,-765.3837500000001,-222.4110244696609,40.2335,82.73712,0.0,0.0,3.4413031090750006
0,-0.06681577086280055,-758.5412500000001,-222.4110244696609,40.2335,82.73712,0.0,0.0,3.4105379974250005
0,-0.06112788778877886,-736.8905,-222.4110244696609,40.2335,82.73712,0.0,0.0,3.31319232829
0,-0.05544000471475717,-723.7416666666666,-222.4110244696609,40.2335,82.73712,0.0,0.0,3.254072806833333
0,-0.04975212164073548,-693.8347368421051,-222.4110244696609,40.2335,82.73712,0.0,0.0,3.1196058670947364
0,-0.0440642385667138,-648.5699999999999,-222.4110244696609,40.2335,82.73712,0.0,0.0,2.9160874625999997
0,-0.03837635549269211,-630.76125,-222.4110244696609,40.2335,82.73712,0.0,0.0,2.8360161170250002
0,-0.03268847241867042,-542.7423076923077,-222.4110244696609,40.2335,82.73712,0.0,0.0,2.440267109
0,-0.027000589344648735,-511.7022222222223,-222.4110244696609,40.2335,82.73712,0.0,0.0,2.3007052975111115
0,-0.021312706270627046,-450.24799999999993,-222.4110244696609,40.2335,82.73712,0.0,0.0,2.0243960526399998
0,-0.015624823196605358,-310.82105263157894,-222.4110244696609,40.2335,82.73712,0.0,0.0,1.3975074004210526
0,-0.00993694012258367,-234.5446153846154,-222.4110244696609,40.2335,82.73712,0.0,0.0,1.0545548088
0,-0.004249057048561963,-132.78666666666666,-222.4110244696609,40.2335,82.73712,0.0,0.0,0.5970327549333333
0,0.0014388260254597244,32.138333333333335,-222.4110244696609,40.2335,82.73712,0.0,0.0,-0.14449973156666668
0,0.007126709099481412,165.31444444444446,-222.4110244696609,40.2335,82.73712,0.0,0.0,-0.7432834988222223
0,0.0128145921735031,292.75640000000004,-222.4110244696609,40.2335,82.73712,0.0,0.0,-1.3162854705520002
0,0.018502475247524786,404.3509523809525,-222.4110244696609,40.2335,82.73712,0.0,0.0,-1.8180346650761912
0,0.024190358321546476,501.08150000000006,-222.4110244696609,40.2335,82.73712,0.0,0.0,-2.25295261867
0,0.029878241395568165,529.8752000000001,-222.4110244696609,40.2335,82.73712,0.0,0.0,-2.3824142767360006
0,0.03556612446958985,572.0309523809523,-222.4110244696609,40.2335,82.73712,0.0,0.0,-2.57195412747619
0,0.04125400754361154,593.0041666666667,-222.4110244696609,40.2335,82.73712,0.0,0.0,-2.6662534740833337
0,0.04694189061763323,606.0899999999999,-222.4110244696609,40.2335,82.73712,0.0,0.0,-2.7250897361999997
0,0.05262977369165491,630.0165,-222.4110244696609,40.2335,82.73712,0.0,0.0,-2.83266758697
0,0.0583176567656766,647.6019230769232,-222.4110244696609,40.2335,82.73712,0.0,0.0,-2.911734814500001
0,0.06400553983969828,656.7,-222.4110244696609,40.2335,82.73712,0.0,0.0,-2.952641406
0,0.06969342291371998,691.7269565217392,-222.4110244696609,40.2335,82.73712,0.0,0.0,-3.110128907373914
0,0.07538130598774166,692.3266666666668,-222.4110244696609,40.2335,82.73712,0.0,0.0,-3.1128253121333342
0,0.08106918906176336,705.7918181818183,-222.4110244696609,40.2335,82.73712,0.0,0.0,-3.1733670570727277
0,0.08675707213578504,710.5534782608697,-222.4110244696609,40.2335,82.73712,0.0,0.0,-3.1947763378869576
0,0.09244495520980672,738.1261111111112,-222.4110244696609,40.2335,82.73712,0.0,0.0,-3.318747858255556
0,0.09813283828382842,741.5315384615386,-222.4110244696609,40.2335,82.73712,0.0,0.0,-3.3340592726000007
0,0.1038207213578501,751.2935,-222.4110244696609,40.2335,82.73712,0.0,0.0,-3.37795080883
0,0.1095086044318718,730.2860000000001,-222.4110244696609,40.2335,82.73712,0.0,0.0,-3.2834973074800002
0,0.11519648750589348,747.9395833333334,-222.4110244696609,40.2335,82.73712,0.0,0.0,-3.3628709957916674
0,0.12088437057991516,736.704875,-222.4110244696609,40.2335,82.73712,0.0,0.0,-3.3123577248775002
0,0.12657225365393684,739.5197368421052,-222.4110244696609,40.2335,82.73712,0.0,0.0,-3.3250138503947366
0,0.13226013672795858,770.66,-222.4110244696609,40.2335,82.73712,0.0,0.0,-3.4650260788000002
0,0.1379480198019802,,-222.4110244696609,40.2335,82.73712,0.0,0.0,
0,-0.14205610561056106,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.13634545699467907,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.13063480837879707,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.12492415976291507,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.11921351114703306,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.11350286253115108,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.10779221391526908,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.1020815652993871,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.09637091668350509,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.09066026806762308,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.08494961945174108,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.0792389708358591,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.0735283222199771,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.0678176736040951,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.062107024988213105,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.05639637637233111,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.05068572775644911,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.04497507914056712,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.03926443052468511,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.03355378190880312,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.02784313329292111,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.02213248467703912,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.01642183606115713,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.010711187445275123,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,-0.005000538829393133,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.0007101097864888572,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.006420758402370866,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.012131407018252856,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.017842055634134844,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.023552704250016855,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.029263352865898845,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.034974001481780856,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.040684650097662846,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.046395298713544836,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.052105947329426826,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.05781659594530885,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.06352724456119084,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.06923789317707284,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.07494854179295482,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.08065919040883682,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.08636983902471884,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.09208048764060082,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.09779113625648282,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.1035017848723648,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.1092124334882468,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.11492308210412878,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.12063373072001081,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.1263443793358928,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.1320550279517748,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
0,0.13776567656765676,,-444.8220489393218,40.2335,82.73712,0.0,0.0,
